Sıra No,İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Yeşil Şarj İstasyonu mu,Adres,Soket No,Soket Tipi,Soket Türü,Soket Gücü (kW)
468.0,ŞRJ/5617,TÜVTÜRK Araç Muayene İstasyonu-Karatay/KONYA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Hacıyusufmescit Mahallesi Adana Çevre Yolu Caddesi  No:77 Karatay / KONYA,SKT/12162,AC,AC_TYPE2,22
469.0,ŞRJ/5618,TÜVTÜRK Araç Muayene İstasyonu-Merkez/UŞAK,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Kaşbelen Mahallesi  No:418 A  Kaşbelen Mücavir  Mende Merkez / UŞAK,SKT/12163,AC,AC_TYPE2,22
470.0,ŞRJ/5619,TÜVTÜRK Araç Muayene İstasyonu-Merkez/MALATYA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Çamurlu Mahallesi Fide Sokağı  No:5 Battalgazi / MALATYA,SKT/12164,AC,AC_TYPE2,22
471.0,ŞRJ/5620,TÜVTÜRK Araç Muayene İstasyonu-Silifke/MERSİN,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Yeni Mahallesi Malazgirt Sokağı  No:180  Merkez Silifke / MERSİN,SKT/12165,AC,AC_TYPE2,22
472.0,ŞRJ/5621,TÜVTÜRK Araç Muayene İstasyonu-Bodrum/MUĞLA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Konacık Mahallesi Gaz Deresi Caddesi  No:18 Bodrum / MUĞLA,SKT/12166,AC,AC_TYPE2,22
473.0,ŞRJ/5622,TÜVTÜRK Araç Muayene İstasyonu-Merkez/MUŞ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Kültür Mahallesi  No:7  Karaağaçlı Merkez / MUŞ,SKT/12167,AC,AC_TYPE2,22
474.0,ŞRJ/5623,TÜVTÜRK Araç Muayene İstasyonu-Merkez/NEVŞEHİR,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Bekdik Mahallesi  No:29 Merkez / NEVŞEHİR,SKT/12168,AC,AC_TYPE2,22
475.0,ŞRJ/5624,TÜVTÜRK Araç Muayene İstasyonu-Merkez/ORDU,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Karapınar Mahallesi  No:4/A /4/1  Okulyanı Küme Evleri Altınordu / ORDU,SKT/12169,AC,AC_TYPE2,22
476.0,ŞRJ/5625,TÜVTÜRK Araç Muayene İstasyonu-Ardeşen/RİZE,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Fırtına Mahallesi Terzioğlu Caddesi  No:5 Ardeşen / RİZE,SKT/12170,AC,AC_TYPE2,22
477.0,ŞRJ/5626,TÜVTÜRK Araç Muayene İstasyonu-Bafra/SAMSUN,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Gaziosmanpaşa Mahallesi İstasyon Sokağı  No:23 Bafra / SAMSUN,SKT/12171,AC,AC_TYPE2,22
478.0,ŞRJ/5627,TÜVTÜRK Araç Muayene İstasyonu-Merkez/SİNOP,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Gelincik Mahallesi Yasemin Sokağı  No:11 Merkez / SİNOP,SKT/12172,AC,AC_TYPE2,22
479.0,ŞRJ/5628,TÜVTÜRK Araç Muayene İstasyonu-Merkez/SİVAS,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Uzuntepe Mahallesi  No:190 Merkez / SİVAS,SKT/12173,AC,AC_TYPE2,22
480.0,ŞRJ/5629,TÜVTÜRK Araç Muayene İstasyonu-Viranşehir/ŞANLIURFA,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Anıt Mahallesi  No:222 Viranşehir / ŞANLIURFA,SKT/12174,AC,AC_TYPE2,22
481.0,ŞRJ/5630,TÜVTÜRK Araç Muayene İstasyonu-Cizre/ŞIRNAK,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Sur Mahallesi  No:56A Cizre / ŞIRNAK,SKT/12175,AC,AC_TYPE2,22
482.0,ŞRJ/5632,TÜVTÜRK Araç Muayene İstasyonu-Çorlu/TEKİRDAĞ,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Velimeşe Osb Mahallesi 205 Sokağı  No:5 Ergene / TEKİRDAĞ,SKT/12178,AC,AC_TYPE2,22
483.0,ŞRJ/5633,TÜVTÜRK Araç Muayene İstasyonu-Merkez/VAN,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,İskele Mahallesi  No:205 Tuşba / VAN,SKT/12179,AC,AC_TYPE2,22
484.0,ŞRJ/5634,TÜVTÜRK Araç Muayene İstasyonu-Ereğli/ZONGULDAK,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Elma Tepe Mahallesi Yarma Cami Sokağı  No:59 /1  Merkez Ereğli / ZONGULDAK,SKT/12180,AC,AC_TYPE2,22
485.0,ŞRJ/5635,TÜVTÜRK Araç Muayene İstasyonu-Suşehri/SİVAS,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Bostancık Mahallesi Suşehri Erzincan Caddesi Suşehri / SİVAS,SKT/12181,AC,AC_TYPE2,22
486.0,ŞRJ/5636,TÜVTÜRK Araç Muayene İstasyonu-Merkez/ERZURUM,HALKA_ACIK,TÜVTURK,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ,TÜVTURK KUZEY TAŞIT MUAYENE İSTASYONLARI YAPIM VE İŞLETİM ANONİM ŞİRKETİ, ,Şükrüpaşa Mahallesi Tortum Yolu Caddesi  No:279 Yakutiye / ERZURUM,SKT/12182,AC,AC_TYPE2,22
487.0,ŞRJ/8677,Gazi Üniversitesi Taşbina Açık Otopark,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Abant Sokağı Yenimahalle / ANKARA,SKT/19988,DC,DC_CCS,30
487.0,ŞRJ/8677,Gazi Üniversitesi Taşbina Açık Otopark,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Abant Sokağı Yenimahalle / ANKARA,SKT/19989,AC,AC_TYPE2,7.3
487.0,ŞRJ/8677,Gazi Üniversitesi Taşbina Açık Otopark,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Abant Sokağı Yenimahalle / ANKARA,SKT/19990,AC,AC_TYPE2,7.3
487.0,ŞRJ/8677,Gazi Üniversitesi Taşbina Açık Otopark,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Abant Sokağı Yenimahalle / ANKARA,SKT/19991,AC,AC_TYPE2,7.3
487.0,ŞRJ/8677,Gazi Üniversitesi Taşbina Açık Otopark,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Abant Sokağı Yenimahalle / ANKARA,SKT/19992,AC,AC_TYPE2,7.3
488.0,ŞRJ/8678,Gazi Üniversitesi Hastanesi,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emek Mahallesi Bosna Hersek Sokağı Çankaya / ANKARA,SKT/19993,DC,DC_CCS,50
488.0,ŞRJ/8678,Gazi Üniversitesi Hastanesi,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emek Mahallesi Bosna Hersek Sokağı Çankaya / ANKARA,SKT/19994,AC,AC_TYPE2,22
488.0,ŞRJ/8678,Gazi Üniversitesi Hastanesi,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emek Mahallesi Bosna Hersek Sokağı Çankaya / ANKARA,SKT/19995,AC,AC_TYPE2,22
488.0,ŞRJ/8678,Gazi Üniversitesi Hastanesi,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emek Mahallesi Bosna Hersek Sokağı Çankaya / ANKARA,SKT/19996,AC,AC_TYPE2,22
489.0,ŞRJ/5531,GAZİ ÜNİVERSİTESİ TEKNOPARK,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi 323/1 Caddesi Gölbaşı / ANKARA,SKT/16619,DC,DC_CCS,60
489.0,ŞRJ/5531,GAZİ ÜNİVERSİTESİ TEKNOPARK,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi 323/1 Caddesi Gölbaşı / ANKARA,SKT/16621,AC,AC_TYPE2,22
489.0,ŞRJ/5531,GAZİ ÜNİVERSİTESİ TEKNOPARK,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi 323/1 Caddesi Gölbaşı / ANKARA,SKT/19997,DC,DC_CCS,60
489.0,ŞRJ/5531,GAZİ ÜNİVERSİTESİ TEKNOPARK,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi 323/1 Caddesi Gölbaşı / ANKARA,SKT/19998,AC,AC_TYPE2,22
489.0,ŞRJ/5531,GAZİ ÜNİVERSİTESİ TEKNOPARK,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi 323/1 Caddesi Gölbaşı / ANKARA,SKT/19999,AC,AC_TYPE2,22
490.0,ŞRJ/7397,OSMANCIK DOST OTEL,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Koyunbaba Mah. Mahallesi Osmancık / ÇORUM,SKT/16628,AC,AC_TYPE2,22
490.0,ŞRJ/7397,OSMANCIK DOST OTEL,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Koyunbaba Mah. Mahallesi Osmancık / ÇORUM,SKT/16629,AC,AC_TYPE2,22
491.0,ŞRJ/7398,GİZA YAPI,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Mücahitler Mahallesi 52046 Sokağı Şehitkamil / GAZİANTEP,SKT/16630,AC,AC_TYPE2,7.3
492.0,ŞRJ/7399,GÖKOVA ÖREN MARİNA,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Ören Mahallesi  Ören Bodrum / MUĞLA,SKT/16631,DC,DC_CCS,50
492.0,ŞRJ/7399,GÖKOVA ÖREN MARİNA,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Ören Mahallesi  Ören Bodrum / MUĞLA,SKT/16632,AC,AC_TYPE2,22
492.0,ŞRJ/7399,GÖKOVA ÖREN MARİNA,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Ören Mahallesi  Ören Bodrum / MUĞLA,SKT/16633,DC,DC_CCS,30
492.0,ŞRJ/7399,GÖKOVA ÖREN MARİNA,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Ören Mahallesi  Ören Bodrum / MUĞLA,SKT/16634,DC,DC_CCS,30
493.0,ŞRJ/7400,BEÜ FARABİ KAMPÜSÜ KONUKEVİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,İncivez Mahallesi Merkez / ZONGULDAK,SKT/16635,DC,DC_CCS,60
493.0,ŞRJ/7400,BEÜ FARABİ KAMPÜSÜ KONUKEVİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,İncivez Mahallesi Merkez / ZONGULDAK,SKT/16636,DC,DC_CCS,60
493.0,ŞRJ/7400,BEÜ FARABİ KAMPÜSÜ KONUKEVİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,İncivez Mahallesi Merkez / ZONGULDAK,SKT/16637,AC,AC_TYPE2,22
494.0,ŞRJ/7401,BEÜ 15 TEMMUZ ŞEHİTLERİ KAMPÜSÜ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,İncivez Mahallesi Milli Egemenlik Caddesi Caddesi Merkez / ZONGULDAK,SKT/16638,DC,DC_CCS,60
494.0,ŞRJ/7401,BEÜ 15 TEMMUZ ŞEHİTLERİ KAMPÜSÜ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,İncivez Mahallesi Milli Egemenlik Caddesi Caddesi Merkez / ZONGULDAK,SKT/16639,DC,DC_CCS,60
494.0,ŞRJ/7401,BEÜ 15 TEMMUZ ŞEHİTLERİ KAMPÜSÜ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,İncivez Mahallesi Milli Egemenlik Caddesi Caddesi Merkez / ZONGULDAK,SKT/16640,AC,AC_TYPE2,22
495.0,ŞRJ/7402,BEÜ İBN-i SİNA KAMPÜSÜ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Esenköy Mahallesi  Esenköy Kozlu / ZONGULDAK,SKT/16641,DC,DC_CCS,60
495.0,ŞRJ/7402,BEÜ İBN-i SİNA KAMPÜSÜ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Esenköy Mahallesi  Esenköy Kozlu / ZONGULDAK,SKT/16642,DC,DC_CCS,60
495.0,ŞRJ/7402,BEÜ İBN-i SİNA KAMPÜSÜ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Esenköy Mahallesi  Esenköy Kozlu / ZONGULDAK,SKT/16643,AC,AC_TYPE2,22
496.0,ŞRJ/7403,GÜLEÇ OTOMOTİV,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Zafer Mah. Mahallesi Diyarbakır Caddesi Merkez / ELAZIĞ,SKT/16644,AC,AC_TYPE2,7.3
496.0,ŞRJ/7403,GÜLEÇ OTOMOTİV,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Zafer Mah. Mahallesi Diyarbakır Caddesi Merkez / ELAZIĞ,SKT/16645,AC,AC_TYPE2,7.3
497.0,ŞRJ/8360,VI GAYRİMENKUL,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Kalem Caddesi Caddesi  No:20A/A Yenimahalle / ANKARA,SKT/19197,AC,AC_TYPE2,7.3
497.0,ŞRJ/8360,VI GAYRİMENKUL,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Kalem Caddesi Caddesi  No:20A/A Yenimahalle / ANKARA,SKT/19198,AC,AC_TYPE2,7.3
497.0,ŞRJ/8360,VI GAYRİMENKUL,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Kalem Caddesi Caddesi  No:20A/A Yenimahalle / ANKARA,SKT/19199,AC,AC_TYPE2,7.3
498.0,ŞRJ/8361,GAZİ ÜNİVERSİTESİ EĞİTİM FAKÜLTESİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Bandırma Caddesi  No:6/1 Yenimahalle / ANKARA,SKT/19204,AC,AC_TYPE2,22
498.0,ŞRJ/8361,GAZİ ÜNİVERSİTESİ EĞİTİM FAKÜLTESİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Bandırma Caddesi  No:6/1 Yenimahalle / ANKARA,SKT/19205,AC,AC_TYPE2,22
499.0,ŞRJ/8365,GAZİ ÜNİVERSİTESİ GÖLBAŞI YERLEŞKESİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi Mahallesi 35 Sokak Sokağı Gölbaşı / ANKARA,SKT/19209,AC,AC_TYPE2,22
499.0,ŞRJ/8365,GAZİ ÜNİVERSİTESİ GÖLBAŞI YERLEŞKESİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Bahçelievler Mahallesi Mahallesi 35 Sokak Sokağı Gölbaşı / ANKARA,SKT/19210,AC,AC_TYPE2,22
500.0,ŞRJ/8366,GAZİ ÜNİVERSİTESİ ECZACILIK FAKÜLTESİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Taç Sokağı Yenimahalle / ANKARA,SKT/19211,AC,AC_TYPE2,22
500.0,ŞRJ/8366,GAZİ ÜNİVERSİTESİ ECZACILIK FAKÜLTESİ,HALKA_ACIK,Tripy,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ,TRİPY MOBİLİTY TEKNOLOJİ ANONİM ŞİRKETİ, ,Emniyet Mahallesi Mahallesi Taç Sokağı Yenimahalle / ANKARA,SKT/19212,AC,AC_TYPE2,22
1.0,ŞRJ/1305,Kınioğlu Ali Akaryakıt,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Mehmet Akif Ersoy Mahallesi Afyon Caddesi Şuhut / AFYONKARAHİSAR,SKT/2274,AC,AC_TYPE2,22
1.0,ŞRJ/1305,Kınioğlu Ali Akaryakıt,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Mehmet Akif Ersoy Mahallesi Afyon Caddesi Şuhut / AFYONKARAHİSAR,SKT/2275,AC,AC_TYPE2,22
2.0,ŞRJ/1317,Sultandağı Yaşar Petrol,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Yıldırım Mahallesi İstasyon Caddesi  No:88  Yeşil Çiftlik Sultandağı / AFYONKARAHİSAR,SKT/2297,AC,AC_TYPE2,22
2.0,ŞRJ/1317,Sultandağı Yaşar Petrol,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Yıldırım Mahallesi İstasyon Caddesi  No:88  Yeşil Çiftlik Sultandağı / AFYONKARAHİSAR,SKT/2298,AC,AC_TYPE2,22
3.0,ŞRJ/639,Belek Güral Premier Hotel,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Boğazkent Mahallesi 40. Sokağı  No:6  İskele Serik / ANTALYA,SKT/1076,AC,AC_TYPE2,22
3.0,ŞRJ/639,Belek Güral Premier Hotel,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Boğazkent Mahallesi 40. Sokağı  No:6  İskele Serik / ANTALYA,SKT/1077,AC,AC_TYPE2,22
4.0,ŞRJ/1226,Acar Restaurant,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Bilecik Bözüyük Yolu 7.km Mahallesi  Küplü Merkez / BİLECİK,SKT/2123,AC,AC_TYPE2,22
4.0,ŞRJ/1226,Acar Restaurant,HALKA_ACIK,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ, ,Bilecik Bözüyük Yolu 7.km Mahallesi  Küplü Merkez / BİLECİK,SKT/2124,AC,AC_TYPE2,22
