name,href,range_km,one_stop_range_km,efficiency_wh_per_km,battery_kwh,fastcharge_kw,acceleration_0_100_sec,towing_kg,cargo_l,weight_kg,raw_text,page_url
Tesla Model Y Long Range RWD,https://ev-database.org/car/3417/Tesla-Model-Y-Long-Range-RWD,490.0,574.0,157.0,77.0,,7.2,1600.0,952.0,1953.0,"Tesla Model Y Long Range RWD (Juniper) Available to order since December 2025 D 5 V2 L H G Range* 490 km Efficiency* 157 Wh/km Weight 1,953 kg 0-100 7.2 sec 1-Stop Range 574 km Battery* 77.0 kWh Fastcharge* 130 kW Towing 1,600 kg Cargo Vol. 952 L Price/range* €100 /km €47,970 €46,990 £44,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Hyundai IONIQ 5 84 kWh RWD,https://ev-database.org/car/2236/Hyundai-IONIQ-5-84-kWh-RWD,450.0,554.0,178.0,80.0,196.0,7.5,1600.0,577.0,2060.0,"Hyundai IONIQ 5 84 kWh RWD (MY24) Available to order since July 2024 C 5 5 V2 L H G Range* 450 km Efficiency* 178 Wh/km Weight 2,060 kg 0-100 7.5 sec 1-Stop Range 554 km Battery* 80.0 kWh Fastcharge 196 kW Towing 1,600 kg Cargo Vol. 577 L Price/range* €110 /km €51,650 €46,995 £43,400",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
BYD ATTO 3 (MY25) Available to,https://ev-database.org/car/3192/BYD-ATTO-3,340.0,348.0,178.0,60.5,75.0,7.3,750.0,440.0,1825.0,"BYD ATTO 3 (MY25) Available to order since April 2025 C 5 5 V2 L H G Range* 340 km Efficiency* 178 Wh/km Weight 1,825 kg 0-100 7.3 sec 1-Stop Range 348 km Battery 60.5 kWh Fastcharge 75 kW Towing 750 kg Cargo Vol. 440 L Price/range* €121 /km €38,990 €40,690 £37,730",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Tesla Model 3 Long Range AWD,https://ev-database.org/car/1591/Tesla-Model-3-Long-Range-AWD,485.0,577.0,155.0,75.0,124.0,4.4,1000.0,649.0,1919.0,"Tesla Model 3 Long Range AWD Discontinued (November 2021 - October 2023) D 5 5 V2 L H G Range 485 km Efficiency 155 Wh/km Weight 1,919 kg 0-100 4.4 sec 1-Stop Range 577 km Battery* 75.0 kWh Fastcharge 124 kW Towing 1,000 kg Cargo Vol. 649 L Price/range €112 /km €53,668 €50,993 £50,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Tesla Model Y RWD (CATL LFP),https://ev-database.org/car/1743/Tesla-Model-Y-RWD,345.0,409.0,165.0,57.0,108.0,6.9,1600.0,971.0,1984.0,"Tesla Model Y RWD (CATL LFP) Discontinued (November 2022 - January 2025) D 5 5 V2 L H G Range 345 km Efficiency 165 Wh/km Weight 1,984 kg 0-100 6.9 sec 1-Stop Range 409 km Battery* 57.0 kWh Fastcharge 108 kW Towing 1,600 kg Cargo Vol. 971 L Price/range €139 /km €45,970 €45,990 £44,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Tesla Model Y Performance (Juniper) Available,https://ev-database.org/car/3269/Tesla-Model-Y-Performance,460.0,535.0,172.0,79.0,,,1600.0,971.0,2108.0,"Tesla Model Y Performance (Juniper) Available to order since August 2025 D 5 5 V2 L H G Range 460 km Efficiency 172 Wh/km Weight 2,108 kg 0-100* 3.8 sec 1-Stop Range 535 km Battery* 79.0 kWh Fastcharge* 125 kW Towing 1,600 kg Cargo Vol. 971 L Price/range €143 /km €62,970 €62,990 £61,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Renault Twingo E-Tech 27.5 kWh Available,https://ev-database.org/car/3392/Renault-Twingo-E-Tech-275-kWh,185.0,193.0,149.0,27.5,40.0,12.1,0.0,360.0,1275.0,"Renault Twingo E-Tech 27.5 kWh Available to order since December 2025 A 4 V2 L H G Range* 185 km Efficiency* 149 Wh/km Weight 1,275 kg 0-100 12.1 sec 1-Stop Range 193 km Battery 27.5 kWh Fastcharge 40 kW Towing 0 kg Cargo Vol. 360 L Price/range* €111 /km €19,990 €20,990 * £18,000",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Mercedes-Benz GLB 250+ Available to order,https://ev-database.org/car/3406/Mercedes-Benz-GLB-250plus,465.0,573.0,183.0,85.0,208.0,7.4,1500.0,667.0,2200.0,"Mercedes-Benz GLB 250+ Available to order since December 2025 D 7 V2 L H G Range* 465 km Efficiency* 183 Wh/km Weight 2,200 kg 0-100 7.4 sec 1-Stop Range 573 km Battery 85.0 kWh Fastcharge 208 kW Towing 1,500 kg Cargo Vol. 667 L Price/range* €121 /km €59,048 €57,184 £46,100",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Kia PV5 Passenger 71.2 kWh (MY26),https://ev-database.org/car/3289/Kia-PV5-Passenger-712-kWh,315.0,328.0,213.0,67.0,75.0,10.6,1500.0,1330.0,2145.0,"Kia PV5 Passenger 71.2 kWh (MY26) Available to order since May 2025 N 5 V2 L H G Range* 315 km Efficiency* 213 Wh/km Weight 2,145 kg 0-100 10.6 sec 1-Stop Range 328 km Battery* 67.0 kWh Fastcharge 75 kW Towing 1,500 kg Cargo Vol. 1,330 L Price/range* €133 /km €42,290 €43,995 £34,495",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Tesla Model 3 Standard Range Plus,https://ev-database.org/car/1485/Tesla-Model-3-Standard-Range-Plus,350.0,412.0,146.0,51.0,87.0,5.6,1000.0,649.0,1700.0,"Tesla Model 3 Standard Range Plus (PANA 2170L) Discontinued (February 2021 - December 2021) D 5 5 V2 L H G Range 350 km Efficiency 146 Wh/km Weight 1,700 kg 0-100 5.6 sec 1-Stop Range 412 km Battery* 51.0 kWh Fastcharge 87 kW Towing 1,000 kg Cargo Vol. 649 L Price/range €136 /km €45,560 €49,990 £40,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Renault Megane E-Tech EV60 220hp Discontinued,https://ev-database.org/car/1521/Renault-Megane-E-Tech-EV60-220hp,380.0,404.0,158.0,60.0,80.0,7.4,900.0,440.0,1711.0,"Renault Megane E-Tech EV60 220hp Discontinued (April 2022 - April 2025) C 5 5 V2 L H G Range 380 km Efficiency 158 Wh/km Weight 1,711 kg 0-100 7.4 sec 1-Stop Range 404 km Battery 60.0 kWh Fastcharge 80 kW Towing 900 kg Cargo Vol. 440 L Price/range €117 /km €46,600 €42,990 £37,995",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Tesla Model Y Premium RWD (Juniper),https://ev-database.org/car/3363/Tesla-Model-Y-Premium-RWD,470.0,552.0,160.0,75.0,124.0,5.6,1600.0,971.0,1976.0,"Tesla Model Y Premium RWD (Juniper) Available to order since October 2025 D 5 5 V2 L H G Range* 470 km Efficiency* 160 Wh/km Weight 1,976 kg 0-100 5.6 sec 1-Stop Range 552 km Battery* 75.0 kWh Fastcharge 124 kW Towing 1,600 kg Cargo Vol. 971 L Price/range* €112 /km €50,970 €50,990 £48,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Geely EX5 Pro Available to order,https://ev-database.org/car/3308/Geely-EX5-Pro,335.0,357.0,180.0,60.2,95.0,6.9,0.0,461.0,1715.0,"Geely EX5 Pro Available to order since January 2026 C 5 5 V2 L H G Range* 335 km Efficiency* 180 Wh/km Weight 1,715 kg 0-100 6.9 sec 1-Stop Range 357 km Battery 60.2 kWh Fastcharge 95 kW Towing 0 kg Cargo Vol. 461 L Price/range* €112 /km €37,990 €37,990 £31,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Tesla Model Y Performance Discontinued (March,https://ev-database.org/car/1183/Tesla-Model-Y-Performance,430.0,506.0,174.0,75.0,124.0,,1600.0,971.0,2072.0,"Tesla Model Y Performance Discontinued (March 2022 - February 2025) D 5 5 V2 L H G Range* 430 km Efficiency* 174 Wh/km Weight 2,072 kg 0-100* 4.0 sec 1-Stop Range 506 km Battery* 75.0 kWh Fastcharge 124 kW Towing 1,600 kg Cargo Vol. 971 L Price/range* €146 /km €60,970 €58,990 £59,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Hyundai Kona Electric 65 kWh (MY24-25),https://ev-database.org/car/1830/Hyundai-Kona-Electric-65-kWh,390.0,390.0,168.0,65.4,79.0,7.8,750.0,493.0,1773.0,"Hyundai Kona Electric 65 kWh (MY24-25) Available to order since July 2023 B 5 4 V2 L H G Range 390 km Efficiency 168 Wh/km Weight 1,773 kg 0-100 7.8 sec 1-Stop Range 390 km Battery 65.4 kWh Fastcharge 79 kW Towing 750 kg Cargo Vol. 493 L Price/range €107 /km €47,190 €39,995 £33,500",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
BYD TANG Flagship Available to order,https://ev-database.org/car/2095/BYD-TANG-Flagship,460.0,444.0,237.0,108.8,100.0,4.9,1500.0,235.0,2705.0,"BYD TANG Flagship Available to order since November 2024 E 7 5 V2 L H G Range* 460 km Efficiency* 237 Wh/km Weight 2,705 kg 0-100 4.9 sec 1-Stop Range 444 km Battery 108.8 kWh Fastcharge 100 kW Towing 1,500 kg Cargo Vol. 235 L Price/range* €149 /km €69,615 €67,390 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
Fiat Grande Panda Available to order,https://ev-database.org/car/2251/Fiat-Grande-Panda,260.0,271.0,168.0,43.8,62.0,11.0,550.0,361.0,1511.0,"Fiat Grande Panda Available to order since October 2024 B 5 V2 L H G Range* 260 km Efficiency* 168 Wh/km Weight 1,511 kg 0-100 11.0 sec 1-Stop Range 271 km Battery 43.8 kWh Fastcharge 62 kW Towing 550 kg Cargo Vol. 361 L Price/range* €95 /km €24,990 €24,999 £20,995",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=0-50
XPENG G6 RWD Long Range (MY25),https://ev-database.org/car/3275/XPENG-G6-RWD-Long-Range,435.0,559.0,184.0,80.0,290.0,6.7,1500.0,571.0,2190.0,"XPENG G6 RWD Long Range (MY25) Available to order since August 2025 D 5 5 V2 L H G Range* 435 km Efficiency* 184 Wh/km Weight 2,190 kg 0-100 6.7 sec 1-Stop Range 559 km Battery 80.0 kWh Fastcharge 290 kW Towing 1,500 kg Cargo Vol. 571 L Price/range* €114 /km €47,600 €48,990 £44,990",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Kia Niro EV Discontinued (June 2022,https://ev-database.org/car/1666/Kia-Niro-EV,385.0,379.0,168.0,64.8,70.0,7.8,750.0,495.0,1757.0,"Kia Niro EV Discontinued (June 2022 - December 2025) C 5 4 V2 L H G Range 385 km Efficiency 168 Wh/km Weight 1,757 kg 0-100 7.8 sec 1-Stop Range 379 km Battery 64.8 kWh Fastcharge 70 kW Towing 750 kg Cargo Vol. 495 L Price/range €110 /km €45,690 €38,995 £37,295",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Tesla Model 3 Standard Range Plus,https://ev-database.org/car/1177/Tesla-Model-3-Standard-Range-Plus,320.0,382.0,153.0,49.0,87.0,5.6,1000.0,542.0,1684.0,"Tesla Model 3 Standard Range Plus Discontinued (April 2019 - October 2020) D 5 5 V2 L H G Range 320 km Efficiency 153 Wh/km Weight 1,684 kg 0-100 5.6 sec 1-Stop Range 382 km Battery* 49.0 kWh Fastcharge 87 kW Towing 1,000 kg Cargo Vol. 542 L Price/range €149 /km €46,380 €49,995 £40,490",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Zeekr 7GT Long Range RWD (MY26),https://ev-database.org/car/3429/Zeekr-7GT-Long-Range-RWD,540.0,706.0,178.0,96.0,260.0,5.3,1600.0,521.0,2360.0,"Zeekr 7GT Long Range RWD (MY26) Available to order since January 2026 D 5 V2 L H G Range* 540 km Efficiency* 178 Wh/km Weight 2,360 kg 0-100 5.3 sec 1-Stop Range 706 km Battery* 96.0 kWh Fastcharge 260 kW Towing 1,600 kg Cargo Vol. 521 L Price/range* €98 /km €53,950 €51,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
BYD ATTO 3 (MY23-24) Discontinued (August,https://ev-database.org/car/1782/BYD-ATTO-3,330.0,325.0,183.0,60.5,71.0,7.3,0.0,440.0,1825.0,"BYD ATTO 3 (MY23-24) Discontinued (August 2022 - April 2025) C 5 5 V2 L H G Range 330 km Efficiency 183 Wh/km Weight 1,825 kg 0-100 7.3 sec 1-Stop Range 325 km Battery 60.5 kWh Fastcharge 71 kW Towing 0 kg Cargo Vol. 440 L Price/range €122 /km €37,990 €39,690 £37,195",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Škoda Elroq 85 (MY25) Discontinued (October,https://ev-database.org/car/3033/Skoda-Elroq-85,450.0,493.0,171.0,77.0,120.0,6.6,1000.0,470.0,2115.0,"Škoda Elroq 85 (MY25) Discontinued (October 2024 - April 2026) C 5 5 V2 L H G Range* 450 km Efficiency* 171 Wh/km Weight 2,115 kg 0-100 6.6 sec 1-Stop Range 493 km Battery 77.0 kWh Fastcharge 120 kW Towing 1,000 kg Cargo Vol. 470 L Price/range* €96 /km €44,180 €43,990 £35,560",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
BYD DOLPHIN SURF 43.2 kWh Comfort,https://ev-database.org/car/3195/BYD-DOLPHIN-SURF-432-kWh-Comfort,265.0,275.0,163.0,43.2,60.0,9.1,0.0,308.0,1465.0,"BYD DOLPHIN SURF 43.2 kWh Comfort Available to order since May 2025 B 4 5 V2 L H G Range* 265 km Efficiency* 163 Wh/km Weight 1,465 kg 0-100 9.1 sec 1-Stop Range 275 km Battery 43.2 kWh Fastcharge 60 kW Towing 0 kg Cargo Vol. 308 L Price/range* €107 /km €30,990 €26,690 £23,950",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Volvo EX30 Single Motor ER (MY24-26),https://ev-database.org/car/1910/Volvo-EX30-Single-Motor-ER,365.0,402.0,178.0,65.0,101.0,5.3,1600.0,325.0,1850.0,"Volvo EX30 Single Motor ER (MY24-26) Available to order since June 2023 B 5 5 V2 L H G Range 365 km Efficiency 178 Wh/km Weight 1,850 kg 0-100 5.3 sec 1-Stop Range 402 km Battery 65.0 kWh Fastcharge 101 kW Towing 1,600 kg Cargo Vol. 325 L Price/range €117 /km €44,990 €39,995 £37,260",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
BYD SEAL 82.5 kWh AWD Excellence,https://ev-database.org/car/2002/BYD-SEAL-825-kWh-AWD-Excellence,445.0,472.0,185.0,82.5,100.0,3.8,1500.0,453.0,2260.0,"BYD SEAL 82.5 kWh AWD Excellence (MY23-25) Available to order since September 2023 D 5 5 V2 L H G Range* 445 km Efficiency* 185 Wh/km Weight 2,260 kg 0-100 3.8 sec 1-Stop Range 472 km Battery 82.5 kWh Fastcharge 100 kW Towing 1,500 kg Cargo Vol. 453 L Price/range* €122 /km €52,990 €53,690 £48,695",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Leapmotor T03 Available to order since,https://ev-database.org/car/3039/Leapmotor-T03,225.0,212.0,160.0,36.0,30.0,12.7,0.0,210.0,1250.0,"Leapmotor T03 Available to order since October 2024 A 4 V2 L H G Range* 225 km Efficiency* 160 Wh/km Weight 1,250 kg 0-100 12.7 sec 1-Stop Range 212 km Battery 36.0 kWh Fastcharge 30 kW Towing 0 kg Cargo Vol. 210 L Price/range* €82 /km €18,900 €19,950 £14,495",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Audi e-tron 55 quattro Discontinued (December,https://ev-database.org/car/1355/Audi-e-tron-55-quattro,365.0,384.0,237.0,86.5,147.0,5.7,1800.0,722.0,2565.0,"Audi e-tron 55 quattro Discontinued (December 2020 - November 2022) E 5 5 V2 L H G Range 365 km Efficiency 237 Wh/km Weight 2,565 kg 0-100 5.7 sec 1-Stop Range 384 km Battery 86.5 kWh Fastcharge 147 kW Towing 1,800 kg Cargo Vol. 722 L Price/range €212 /km €81,500 €66,415 £72,935",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Zeekr 7X Long Range RWD (MY25),https://ev-database.org/car/3082/Zeekr-7X-Long-Range-RWD,500.0,640.0,192.0,96.0,260.0,6.0,2000.0,605.0,2415.0,"Zeekr 7X Long Range RWD (MY25) Available to order since May 2025 D 5 5 V2 L H G Range* 500 km Efficiency* 192 Wh/km Weight 2,415 kg 0-100 6.0 sec 1-Stop Range 640 km Battery* 96.0 kWh Fastcharge 260 kW Towing 2,000 kg Cargo Vol. 605 L Price/range* €116 /km €58,950 €56,990 N/A",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Mercedes-Benz EQS 450+ Discontinued (April 2024,https://ev-database.org/car/2193/Mercedes-Benz-EQS-450plus,685.0,731.0,172.0,118.0,160.0,6.2,750.0,620.0,2545.0,"Mercedes-Benz EQS 450+ Discontinued (April 2024 - April 2026) F 5 V2 L H G Range* 685 km Efficiency* 172 Wh/km Weight 2,545 kg 0-100 6.2 sec 1-Stop Range 731 km Battery 118.0 kWh Fastcharge 160 kW Towing 750 kg Cargo Vol. 620 L Price/range* €172 /km €109,551 €113,387 £112,620",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Mercedes-Benz VLE 300 Available to order,https://ev-database.org/car/3519/Mercedes-Benz-VLE-300,535.0,602.0,215.0,115.0,,,,795.0,2800.0,"Mercedes-Benz VLE 300 Available to order since April 2026 N 7 V2 L H G Range* 535 km Efficiency* 215 Wh/km Weight 2,800 kg 0-100* 9.0 sec 1-Stop Range 602 km Battery 115.0 kWh Fastcharge* 195 kW Towing unknown Cargo Vol. 795 L Price/range* €158 /km €82,260 * €85,000 * £75,000",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Renault Zoe ZE50 R110 Discontinued (November,https://ev-database.org/car/1164/Renault-Zoe-ZE50-R110,315.0,274.0,165.0,52.0,41.0,11.4,0.0,338.0,1577.0,"Renault Zoe ZE50 R110 Discontinued (November 2019 - May 2024) B 5 V2 L H G Range 315 km Efficiency 165 Wh/km Weight 1,577 kg 0-100 11.4 sec 1-Stop Range 274 km Battery 52.0 kWh Fastcharge 41 kW Towing 0 kg Cargo Vol. 338 L Price/range €111 /km €36,840 €34,895 £29,095",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
Volkswagen e-Golf Discontinued (May 2017 -,https://ev-database.org/car/1087/Volkswagen-e-Golf,190.0,178.0,168.0,32.0,39.0,9.6,0.0,341.0,1615.0,"Volkswagen e-Golf Discontinued (May 2017 - March 2021) C 5 V2 L H G Range 190 km Efficiency 168 Wh/km Weight 1,615 kg 0-100 9.6 sec 1-Stop Range 178 km Battery* 32.0 kWh Fastcharge 39 kW Towing 0 kg Cargo Vol. 341 L Price/range €172 /km €31,900 €34,005 £28,075",https://ev-database.org/#group=vehicle-group&rs-pr=10000_100000&rs-er=0_1000&rs-ld=0_1000&rs-ac=2_23&rs-dcfc=0_400&rs-ub=10_200&rs-tw=0_3000&rs-ef=100_350&rs-sa=-1_5&rs-w=1000_3500&rs-c=0_5000&rs-y=2010_2030&s=1&p=1-50
